claim_id,worker_id,claim_amount,claim_type,latitude,longitude,hour_of_day,day_of_week,is_weekend,worker_experience_months,worker_claims_last_30d,worker_avg_claim_amount,worker_rejection_rate,location_risk_score,time_risk_score,amount_risk_score,pattern_risk_score,gps_anomaly_score,weather_validity_score,behavioral_anomaly_score,is_fraud
CLAIM_000026,WORKER_0692,681.325517198441,SEVERE_POLLUTION,12.897741262185862,77.64947430935469,5,4,0,57,0,204.52061788044483,0.06759983931375847,0.36535681967405764,0.6787845849465686,0.023967984145907728,0.2554727444285083,0.0,0.7211570176490908,0.25,1
CLAIM_000027,WORKER_0006,458.07003914116746,EXTREME_HEAT,13.210159679459906,77.48365422113524,21,0,0,30,7,633.7376579730653,0.24625844194600577,0.7184572708365536,0.05985207820149593,0.03491607183587018,0.1518311869078041,0.158952006954335,0.2828920382577778,0.7303338504328516,0
CLAIM_000028,WORKER_0259,146.6411831401842,SEVERE_POLLUTION,13.005819253816647,77.67202824669944,9,3,0,2,7,685.9246675127808,0.07639219642912916,0.6815027222239293,0.24918582233631872,0.07249322646626406,0.019948880210033246,0.037289167045663416,0.2923469900814577,0.48150213704631134,0
CLAIM_000029,WORKER_0832,803.3630335762734,SEVERE_CONGESTION,13.091009463836436,77.56477312707565,2,4,0,37,4,341.41504763899985,0.19012756911605316,0.907866130462516,0.6159124247658532,0.2127429918752696,0.019985733717245092,0.1732458812718377,0.14214498072735834,0.6674446330604507,0
CLAIM_000030,WORKER_0198,945.8489112521277,SEVERE_CONGESTION,13.09221965472372,77.708115282221,19,6,1,47,0,520.0766551857929,0.26816777491528726,0.7885972112245307,0.10262452461477224,0.9696057524265953,0.4130296910285248,0.0,0.5849448424356583,0.3,1
CLAIM_000031,WORKER_0159,440.93940900122413,HEAVY_RAINFALL,12.862140888476258,77.5709972055502,7,4,0,29,3,633.3515410358398,0.2160109609638223,0.6411476328852973,0.17501753842983614,0.2344919328067189,0.15176660366533978,0.1386017410932398,0.37891333584472614,0.34600542093482406,0
CLAIM_000032,WORKER_0828,633.6666147329394,EXTREME_HEAT,13.050478238620013,77.67955322800063,23,4,0,8,9,662.7480011118428,0.1123306109161266,0.06892153936721879,0.47452835179764824,0.2431577575177035,0.11379170951566464,0.09964392379648168,0.12457770561825648,0.2682186862631338,0
CLAIM_000033,WORKER_0313,104.16882070414258,HEAVY_RAINFALL,12.89181395176922,77.5892176480364,10,5,1,2,6,408.1719211377366,0.2212503744329245,0.45221794088980716,0.27445377032043,0.26541494880668426,0.053410790060925424,0.17417650508341304,0.2529057151678122,0.30392833697650007,0
CLAIM_000034,WORKER_0630,874.5688161016606,SEVERE_CONGESTION,13.156300037118768,77.67598312517411,0,4,0,30,6,456.0733432020496,0.2399346066222808,0.349386999049333,0.6110590920579143,0.04119259173252621,0.10030884339314465,0.14432638451627577,0.19880477952849962,0.5296068843198722,0
CLAIM_000035,WORKER_0778,343.6702058291984,SEVERE_POLLUTION,13.056896318519206,77.78466590400356,22,3,0,32,1,720.1962560069142,0.1223953486094534,0.5517225952593398,0.2662381447540509,0.24127896087079184,0.24205504468877578,0.21624392889315197,0.3221259869431621,0.29661863458663285,0
CLAIM_000036,WORKER_0182,284.48586587423887,SEVERE_CONGESTION,12.901547076950816,77.57353223100499,9,6,1,33,6,708.87685728013,0.03683306689881255,0.8764440758752938,0.10891776365852715,0.14510315786637817,0.25832040599241646,0.2491963519695749,0.13807685795251023,0.23215035696040207,0
CLAIM_000037,WORKER_0364,226.10185818980727,SEVERE_POLLUTION,13.016835456789394,77.79535668307051,22,0,0,50,2,507.47459352915297,0.22250608326859966,0.6988458531609044,0.2073665572828963,0.1992363014044023,0.020152619974713026,0.24677516277350217,0.21186467146203244,0.5445163285207371,0
CLAIM_000038,WORKER_0588,285.7791445845429,SEVERE_POLLUTION,12.85600741546418,77.57910514079039,5,2,0,40,1,560.310116260192,0.19951100236387664,0.1753712786234496,0.43311946717005056,0.4187705248920731,0.47141008492791114,0.0,0.3831416843780397,0.3,1
CLAIM_000039,WORKER_0794,161.42473481868242,SEVERE_CONGESTION,12.720400482815165,77.32778300248016,16,2,0,39,7,539.8427841781383,0.1428151206597299,0.6636711653626481,0.046401642264970865,0.16511742024270093,0.2114776649066859,0.14227119261011087,0.1377534928176933,0.30546204834026564,0
CLAIM_000040,WORKER_0803,837.1920859067798,HEAVY_RAINFALL,12.317667439048739,77.19481456919308,5,1,0,12,2,388.7579340856465,0.24222907554502834,0.9620987857641177,0.7396782606261276,0.6564935614512364,0.4576829693553558,0.9665366344031443,0.0,0.55,1
CLAIM_000041,WORKER_0089,681.998427205447,SEVERE_CONGESTION,13.201134922599008,77.78132399029039,14,1,0,16,6,799.6120997395009,0.16674197443115388,0.4732101180813334,0.2235193644360661,0.26006694017729126,0.10940917483719176,0.13654310551084684,0.2089738304284676,0.49336399518774665,0
CLAIM_000042,WORKER_0131,726.6598982903258,EXTREME_HEAT,12.930172542019891,77.6193237675902,6,6,1,56,0,523.0408942284726,0.19849655252416246,0.737855766906525,0.05564187287301674,0.021073534390891435,0.026563023184085443,0.27977697282757585,0.028011882298988412,0.3028456300885494,0
CLAIM_000043,WORKER_0272,886.3094027677049,SEVERE_CONGESTION,13.106836924201149,77.6348355968079,6,3,0,5,0,343.2662874609814,0.0331422339394184,0.35462215764077654,0.2869247092678275,0.3536795912526012,0.1802395339326594,0.0776947954805441,0.23542169158929815,0.5446991545240245,0
CLAIM_000044,WORKER_0711,992.0517635232789,SEVERE_CONGESTION,12.972925832863707,77.77613488099419,21,4,0,51,9,228.1672142886878,0.11522718344737487,0.036731937426613626,0.15750945025808044,0.3589744592184816,0.13901422446468598,0.15457437729441775,0.19647453634745063,0.7489007327420173,0
CLAIM_000045,WORKER_0089,633.6459413575328,SEVERE_POLLUTION,13.182341353480915,77.63883753137647,23,2,0,59,8,226.62599811994207,0.2556580600041023,0.03542236841854507,0.4195134326692692,0.3965901340580193,0.018455107871770515,0.2886365917776149,0.04378754402178156,1.0,0
CLAIM_000046,WORKER_0115,842.2128693326342,EXTREME_HEAT,13.037707320195118,77.70400380332615,12,4,0,33,5,512.756187308249,0.26044824121546406,0.24528553225533456,0.056766461935501764,0.002058068301885907,0.24598407522243002,0.2883945864554722,0.18618800350799344,0.5637214440684395,0
CLAIM_000047,WORKER_0082,836.170321707156,SEVERE_POLLUTION,13.102654321513974,77.57760649920937,1,4,0,46,0,535.9065873852977,0.034753157034077296,0.37669536198679876,0.4717989293695333,0.7264744053643774,0.367645363433559,0.0,0.5161203919462561,0.0,1
CLAIM_000048,WORKER_0278,943.5056385128061,EXTREME_HEAT,13.085704310044562,77.83390181649267,16,3,0,22,0,549.3022761057639,0.10376491708588702,0.6209155177674771,0.007376074937640453,0.27331815064260206,0.1337708119130245,0.09708306574486238,0.1954572761618663,0.23112222534233795,0
CLAIM_000049,WORKER_0977,191.97425772434707,HEAVY_RAINFALL,12.83548544283154,77.77525514597403,10,3,0,32,1,663.6936680100828,0.06901610490943018,0.13133512640937806,0.28935614168106255,0.2897690690456468,0.2237511036092893,0.13268962871427306,0.12478079619805219,0.09622282213143823,0
CLAIM_000050,WORKER_0792,431.673709351385,SEVERE_CONGESTION,12.954695530948824,77.6781217884172,13,0,0,17,4,292.1948228966676,0.1361080903815848,0.5303543937282561,0.1386291872296982,0.22336506903327918,0.06766204273312063,0.1794981795367281,0.2429225793050685,0.07426198668101254,0
CLAIM_000051,WORKER_0501,342.0940639915879,EXTREME_HEAT,13.268925699089438,78.02229899579076,16,4,0,18,1,487.9633008302741,0.18000616443579112,0.29166257870930323,0.005510291082162,0.37649500169295463,0.02172488164390245,0.06310487397566057,0.13840662705793583,0.5327414207378868,0
CLAIM_000052,WORKER_0926,129.8827979122299,EXTREME_HEAT,12.468635641873833,77.06855320682133,5,6,1,26,9,680.3520194654498,0.06004507327344302,0.16748258225906976,0.7789401850524155,0.6364302495436367,0.5305605445898379,0.948969796994952,0.0,0.2,1
CLAIM_000053,WORKER_0084,405.50517328852544,SEVERE_CONGESTION,12.959926633444296,77.65033214941893,15,3,0,6,9,670.2995320513171,0.14427114943469546,0.040754106092472764,0.18472260658267284,0.17346213358255558,0.013098497312208357,0.14105477780899953,0.29771162623798225,0.46154983369193636,0
CLAIM_000054,WORKER_0723,305.6092671981688,EXTREME_HEAT,13.054333778095913,77.68805324043626,9,2,0,35,5,218.39150132348362,0.0773048665533641,0.4626229567393163,0.2962948691208173,0.29010306416605464,0.14600068242741085,0.26010944883673454,0.23147016342895738,0.13158462575687713,0
CLAIM_000055,WORKER_0774,689.5084049488977,SEVERE_CONGESTION,13.003292518695847,77.76281715735017,11,2,0,45,1,578.9361320555123,0.2199339067245843,0.1315676851272598,0.14768335693441043,0.14369334775990628,0.17788525543047823,0.2612249703817534,0.1781221020010662,0.45444520617890705,0
CLAIM_000056,WORKER_0028,332.3200894310148,HEAVY_RAINFALL,12.801075249226802,77.7109408348991,11,3,0,45,6,472.27372483018354,0.07081513900393918,0.07349674733001266,0.18514349598120902,0.29456080602625623,0.19914135828654153,0.05011257237028496,0.06704768651532707,0.011001428080062891,0
CLAIM_000057,WORKER_0556,501.731781861327,SEVERE_CONGESTION,13.004869587381387,77.50190177195053,19,1,0,14,1,273.78248511777605,0.06933927372829397,0.05169683724152696,0.28953560893081365,0.18189594225354366,0.15467880857377506,0.28554353562697166,0.25564797512620013,0.2603754883560066,0
CLAIM_000058,WORKER_0852,213.16736062598395,SEVERE_POLLUTION,12.942124651739633,77.72905556739872,9,3,0,55,7,781.9472276643622,0.028170214736825516,0.6726021182251263,0.20497440848689374,0.012154823878734745,0.2792846086520933,0.18535417206036414,0.34756199379148733,0.37118292399164887,0
CLAIM_000059,WORKER_0147,946.7878207042584,SEVERE_POLLUTION,12.957545762261663,77.69536989311244,1,1,0,6,8,719.8632005165872,0.29800108120758856,0.7524277626155725,0.7605502598353777,1.0,0.3814517039235963,0.0,0.0,0.5,1
CLAIM_000060,WORKER_0279,492.0249833316397,SEVERE_CONGESTION,12.948187088515665,77.54162498894873,6,0,0,21,0,419.87692092283874,0.11885180748277661,0.6954672066898622,0.18103457801441336,0.3453334598287301,0.1557245355408654,0.18584710380288436,0.18539761752022896,0.11393573405376894,0
CLAIM_000061,WORKER_0154,198.0265076620583,HEAVY_RAINFALL,12.938016402554952,77.65478070726083,11,3,0,15,6,687.7914432296561,0.21543692286794833,0.9555236959549347,0.278110363438892,0.19434870367453028,0.07703297031615237,0.2803308080416543,0.14064907489585377,0.33042624853476493,0
CLAIM_000062,WORKER_0751,579.0341920051362,EXTREME_HEAT,12.8747814811469,77.6968986555726,17,1,0,49,3,693.9044093573962,0.1567443121548355,0.12322265417216605,0.2753257467514132,0.2105996776615124,0.03369130332336575,0.026111688776297593,0.3262994574017124,0.41205290491151625,0
CLAIM_000063,WORKER_0277,895.785817013567,HEAVY_RAINFALL,13.069861398756839,77.70817892407118,23,1,0,57,9,740.0138740388066,0.10602641379081543,0.23687055897448206,0.5807070714948916,0.08669592003631027,0.028714366656048516,0.05040426232345902,0.29474949797767286,0.45883912326296855,0
CLAIM_000064,WORKER_0988,285.56754806658375,SEVERE_CONGESTION,12.877134885923962,77.62898737711122,1,2,0,7,4,605.5047470524255,0.13281509003385814,0.44579091457722897,0.7622099169318695,0.16047516561559308,0.1100868237614402,0.07946863417102003,0.2581159350102868,0.178725218456687,0
CLAIM_000065,WORKER_0781,567.1538118174433,SEVERE_POLLUTION,13.058788831754104,77.51324839305245,20,5,1,8,1,608.0791586620708,0.06924875674620362,0.45685864488036865,0.10007086484166013,0.30193512797633915,0.051143381452175264,0.026630218232330537,0.3846662943819253,0.19048801367730994,0
CLAIM_000066,WORKER_0055,780.5469960057214,HEAVY_RAINFALL,12.906354884088454,77.75313518697968,2,5,1,45,6,439.5895494855849,0.04572480399912523,0.9924835021583752,0.45108539345409393,0.12125134237813145,0.07893377097325285,0.23460842630111575,0.2834978790971906,0.010848114157428633,0
CLAIM_000067,WORKER_0987,315.14979897753904,HEAVY_RAINFALL,12.912507742139725,77.58644690662094,22,1,0,4,1,509.4076566178987,0.2758175919643252,0.49696348290583026,0.11418698804297402,0.12187165563921631,0.024275784915375652,0.2604170070322351,0.3223701600470485,0.5370091308921183,0
CLAIM_000068,WORKER_0130,301.2529910466801,SEVERE_POLLUTION,13.171425693652491,77.69290580948763,1,0,0,54,0,753.6543143080366,0.14611857564568076,0.6062529377509774,0.4272689237541974,0.386328864461288,0.1297493634990396,0.04054988674644683,0.3852460446356696,0.1648588607685051,0
CLAIM_000069,WORKER_0658,349.97736137433503,SEVERE_CONGESTION,13.06964948847743,77.53770091523755,1,3,0,23,2,431.8765046954883,0.16933232720366473,0.19178245559186058,0.46826590341999935,0.27664722222772775,0.1854155022861558,0.23480881222324476,0.10615496367527784,0.3533299163553745,0
CLAIM_000070,WORKER_0101,653.6974944079097,EXTREME_HEAT,12.820713115729307,77.67083724752845,5,6,1,50,4,731.96252914428,0.13493539464639676,0.19462251182076507,0.5925376606541295,0.21412405258103667,0.06456056160517125,0.07794396262351026,0.304115929248854,0.04113291171869971,0
CLAIM_000071,WORKER_0213,278.9706499977663,HEAVY_RAINFALL,13.177590970133952,77.62182327538251,2,0,0,11,4,706.6142496437697,0.029424774235273374,0.4882411370217782,0.5837787073623946,0.1261627582992051,0.20644041182596265,0.2676254066820703,0.38213387460157133,0.23607101587658852,0
CLAIM_000072,WORKER_0010,937.2869963540413,EXTREME_HEAT,13.146029937704375,77.61809679751617,10,6,1,34,7,737.0706444239219,0.1910009046501622,0.6139335847600618,0.025437604813740966,0.3826005593197921,0.2212525078377021,0.02162530079960201,0.028502691106103442,0.5036325425704662,0
CLAIM_000073,WORKER_0651,973.6749619036032,SEVERE_CONGESTION,13.111397122187604,77.5854300895257,10,1,0,5,4,596.1816318208029,0.22931179866652077,0.265046428325004,0.06170617865866653,0.21212085329966335,0.012585367029490879,0.18450389041166,0.3098535122551152,0.4931712760623392,0
CLAIM_000074,WORKER_0652,526.9024989155926,SEVERE_POLLUTION,13.075404069723557,77.71661945082613,15,3,0,34,9,402.960503596699,0.2784250920978149,0.22461561184385193,0.03645041289027542,0.32637877558744693,0.2584109989090308,0.2660774700627808,0.2583243250620824,0.585772036771748,0
CLAIM_000075,WORKER_0530,672.4636873568426,SEVERE_POLLUTION,12.963970644041538,77.75910176515292,7,5,1,7,6,593.6971026086429,0.05322863084091206,0.5450269188969383,0.06405340989320157,0.23613907618350916,0.152508164074884,0.25221090840335997,0.29312061790650024,0.1626711616475545,0
CLAIM_000076,WORKER_0413,184.38122858100098,EXTREME_HEAT,13.008047677085724,77.75290983938606,14,1,0,58,7,348.0073187129738,0.21793851453390145,0.9918099513493635,0.18479563507805372,0.0020918454171650947,0.22829722800842814,0.10661537060572182,0.3135167137941589,0.6662679542396049,0
CLAIM_000077,WORKER_0014,774.5909360219994,HEAVY_RAINFALL,12.961408853111356,77.55456484434971,18,6,1,55,5,725.9904570969203,0.2989003012881742,0.36830953050684834,0.0009654790812836044,0.2352809067793562,0.14429186696583712,0.10664790313240721,0.31767893251083373,0.3278971919469396,0
CLAIM_000078,WORKER_0336,302.8948799173245,EXTREME_HEAT,13.034086567172842,77.70461261140285,1,5,1,18,2,361.89243207692857,0.24751482305401862,0.4982556822634536,0.6069076225766437,0.03544017187184689,0.06618358581336338,0.04423575801188518,0.13127710144372462,0.43020580985216256,0
CLAIM_000079,WORKER_0971,760.2542470380812,SEVERE_POLLUTION,13.044717496287713,77.62254769734946,3,3,0,48,5,794.6758590927822,0.22416587632261128,0.7399863866856118,0.6345916368754827,0.3410912079502845,0.06766239897771978,0.27888507686270525,0.3130327759405352,0.316840831024863,0
CLAIM_000080,WORKER_0980,822.3789788161394,SEVERE_POLLUTION,13.15213629029921,77.737745528541,3,5,1,39,6,497.87669141317986,0.13105521078455387,0.7295082286523967,0.42758320654256843,0.3625018322084147,0.07486385995485183,0.08465612240796004,0.10468227349436239,0.07409363972159995,0
CLAIM_000081,WORKER_0618,860.3104926574193,SEVERE_POLLUTION,13.19166233749599,77.87581101730116,23,2,0,20,1,743.8624720066466,0.04177361133527855,0.5324206822752171,0.7150852062110835,0.608155370268985,0.4983605125966519,0.7310317489404714,0.0,0.0,1
CLAIM_000082,WORKER_0165,983.167381447522,SEVERE_POLLUTION,12.857986028951927,77.71754671826534,4,0,0,19,2,783.2031977789222,0.18255818180893996,0.3495063720868188,0.44590754874768695,0.9824075689318148,0.40701727341231,0.0,0.0,0.3,1
CLAIM_000083,WORKER_0954,588.2912230558807,SEVERE_CONGESTION,13.058996122380712,77.62953210054602,5,5,1,6,1,490.8177722780282,0.04973236204898272,0.9456981470002823,0.4249092423527542,0.31451127975361326,0.06040913464079231,0.24192108516985183,0.18369595103878322,0.015586973266280522,0
CLAIM_000084,WORKER_0383,782.5825160822,EXTREME_HEAT,13.278993991940682,77.81065335822807,20,6,1,22,3,722.3470550276041,0.07163886341446178,0.4512393441809881,0.13550904576950482,0.07468931830921659,0.028210831330279906,0.02802239159258868,0.1764288633003135,0.058682781913354506,0
CLAIM_000085,WORKER_0485,671.1241757952733,SEVERE_CONGESTION,13.081042896277523,77.54071892702012,13,1,0,42,3,534.6921151575209,0.049810294024858634,0.6134731386391763,0.21979057041024982,0.3427495744300377,0.035293196447797555,0.0939485984451847,0.3194373089531005,0.29032676313101663,0
CLAIM_000086,WORKER_0129,475.98488134758975,SEVERE_CONGESTION,12.889103160421042,77.73272245627885,1,3,0,28,5,787.8694747127131,0.1968402054061742,0.12982644895171758,0.7893829559904693,0.30383296404585275,0.2964196699958322,0.08894693438499458,0.3672831998491101,0.33322453359568743,0
CLAIM_000087,WORKER_0457,422.0184387928976,SEVERE_POLLUTION,13.10919400080988,77.71432828759795,15,4,0,28,7,252.3076806990987,0.21572323420615666,0.42011872784772497,0.22142073700155515,0.29571789406590926,0.031903117876732376,0.25312119792201726,0.1015899498288099,0.5093346799752073,0
CLAIM_000088,WORKER_0047,257.3932934583635,HEAVY_RAINFALL,13.051088902619313,77.78547307548781,22,6,1,3,3,719.8319085508052,0.06465896063739955,0.36037781993034756,0.2422188091019854,7.535982263275899e-05,0.050724321106797754,0.26965421645407417,0.26030741902349896,0.26226801724150545,0
CLAIM_000089,WORKER_0142,878.1072485704029,EXTREME_HEAT,12.871908082546183,77.6278981864443,13,2,0,20,0,225.21480510284317,0.2219712362300791,0.9180765521991506,0.2888431071222078,0.3491015358264512,0.0337741171235811,0.09142532861583999,0.3317578659435388,0.634456359524479,0
CLAIM_000090,WORKER_0936,336.9842053778801,HEAVY_RAINFALL,12.812296549074448,77.65651289665337,13,2,0,53,2,335.8108966048916,0.21907384412704375,0.5988082963834914,0.18785285147794145,0.10711067019533367,0.23674825397661942,0.2514456550655773,0.11411613534292658,0.42875477801890705,0
CLAIM_000091,WORKER_0304,848.2361629471388,SEVERE_CONGESTION,12.95851919544038,77.69468816940939,8,4,0,9,3,721.1309037921733,0.019406068054539472,0.9558244837207522,0.04944740260402861,0.25584222447107274,0.20292790870151767,0.28443249605143267,0.17809844491391527,0.23664067917160786,0
CLAIM_000092,WORKER_0076,538.9003617591379,SEVERE_POLLUTION,12.855620836955502,77.53223703269023,22,0,0,1,7,580.4624188257987,0.021279664840132027,0.254391580841847,0.09940410213091523,0.08279703137537071,0.1549717885337937,0.058829313821517876,0.2443120284303073,0.2842049646547923,0
CLAIM_000093,WORKER_0190,849.9853643257112,EXTREME_HEAT,12.843210301652277,77.60165819480163,20,4,0,49,9,376.093293924873,0.2795261158298449,0.39701504123719167,0.21067762980949928,0.7746524206883483,-0.0019360258979644052,0.0,0.0,0.75,1
CLAIM_000094,WORKER_0333,936.4840250258026,HEAVY_RAINFALL,12.915848431647248,77.61202558274525,11,4,0,53,0,694.2742305327768,0.2865181534454967,0.8211982825502265,0.11515166491349384,0.3004712191233673,0.02130229935997664,0.11071590652827497,0.04841000019407722,0.42568433705624265,0
